true ang,predicted ang
-0.0017491483978351696,-0.0016134111472703907
-0.0016134111472703894,-0.001600856488309172
-0.001400226257774001,-0.0016289777874934114
-0.0016393555476420904,-0.0014837160374544915
-0.0015672058171349826,-0.0015642570956325014
-0.0015028129076246539,-0.001575990982916807
-0.0016374871433895864,-0.0013821565524556345
-0.001368750290770188,-0.0014826620998331902
-0.0012246203605725304,-0.0012505884675006664
-0.0011796913735389535,-0.0011770634693323062
-0.0011381532855903043,-0.0011950460067220174
-0.0012138127806124283,-0.0011764545196479475
-0.0012187874625537631,-0.0012138127806124287
