true ang,predicted ang
-0.001783797104051557,-0.0015863544773444256
-0.0015863544773444256,-0.001662015157981951
-0.0014590452478659437,-0.0016486318951249343
-0.001678617318500736,-0.0015305560852684934
-0.001573462587710023,-0.0015396266973667723
-0.0014138732782455674,-0.001579792714924522
-0.0016241036054260114,-0.0013295770452069918
-0.0013175347262014796,-0.0013983610717058126
-0.0010597472711255153,-0.0011197016279539862
-0.00100100176900549,-0.0009805069472390946
-0.0009088133208656659,-0.0009782406172746875
-0.0009504214318259274,-0.0009346436008736945
-0.0009631928577246727,-0.0009504214318259284
